begdat,begprc,permno,date,prc
1986-07-09,1986-07-09,10461.0,1986-07-09,11.8125
1986-07-08,1986-07-08,10462.0,1986-07-08,14.5
1986-07-08,1986-07-08,10463.0,1986-07-08,8.0
1986-07-09,1986-07-09,10464.0,1986-07-09,11.0
1986-07-09,1986-07-09,10465.0,1986-07-09,8.6875
1986-07-09,1986-07-09,10466.0,1986-07-09,15.875
1986-07-10,1986-07-10,10467.0,1986-07-10,11.125
1986-07-09,1986-07-09,10468.0,1986-07-09,9.5
1986-07-10,1986-07-10,10469.0,1986-07-10,5.875
1986-07-10,1986-07-10,10470.0,1986-07-10,7.6875
1986-07-10,1986-07-10,10471.0,1986-07-10,7.25
1986-07-11,1986-07-11,10472.0,1986-07-11,11.25
1986-07-11,1986-07-11,10473.0,1986-07-11,15.125
1986-07-11,1986-07-11,10474.0,1986-07-11,2.125
1986-07-11,1986-07-11,10475.0,1986-07-11,15.375
1988-05-17,1988-05-17,10476.0,1988-05-17,9.375
1986-07-14,1986-07-14,10477.0,1986-07-14,5.9375
1986-07-15,1986-07-15,10478.0,1986-07-15,10.125
1925-12-31,1925-12-31,10479.0,1925-12-31,75.0
1983-10-18,1983-10-18,10480.0,1983-10-18,10.0625
1986-07-16,1986-07-16,10481.0,1986-07-16,21.5
1986-07-17,1986-07-17,10482.0,1986-07-17,3.9375
1986-07-17,1986-07-17,10483.0,1986-07-17,14.25
1986-07-17,1986-07-17,10484.0,1986-07-17,12.75
1986-07-17,1986-07-17,10485.0,1986-07-17,10.3125
1986-07-17,1986-07-17,10486.0,1986-07-17,12.875
1925-12-31,1925-12-31,10487.0,1925-12-31,46.0
1972-12-14,1972-12-14,10488.0,1972-12-14,7.875
1986-07-17,1986-07-17,10489.0,1986-07-17,8.875
1986-07-17,1986-07-17,10490.0,1986-07-17,10.125
1986-07-17,1986-07-17,10491.0,1986-07-17,0.1875
1986-07-18,1986-07-18,10492.0,1986-07-18,45.0
1986-07-17,1986-07-17,10493.0,1986-07-17,2.1875
1986-07-18,1986-07-18,10494.0,1986-07-18,12.5
1925-12-31,1925-12-31,10495.0,1925-12-31,50.125
1981-03-09,1981-03-09,10496.0,1981-03-09,3.625
1986-07-18,1986-07-18,10497.0,1986-07-18,3.6875
1986-07-18,1986-07-18,10498.0,1986-07-18,24.75
1986-07-18,1986-07-18,10499.0,1986-07-18,12.625
1988-05-05,1988-05-05,10500.0,1988-05-05,26.0
1986-07-18,1986-07-18,10501.0,1986-07-18,14.875
1986-07-18,1986-07-18,10502.0,1986-07-18,0.75
1986-07-21,1986-07-21,10503.0,1986-07-21,118.5
1986-07-22,1986-07-22,10504.0,1986-07-22,8.875
1986-07-22,1986-07-22,10505.0,1986-07-22,18.125
1986-07-22,1986-07-22,10506.0,1986-07-22,2.875
1986-07-22,1986-07-22,10507.0,1986-07-22,4.0
1925-12-31,1925-12-31,10508.0,1925-12-31,46.0
1973-02-28,1973-02-28,10509.0,1973-02-28,7.125
1986-07-23,1986-07-23,10510.0,1986-07-23,44.375
1986-07-23,1986-07-23,10511.0,1986-07-23,5.125
1986-07-23,1986-07-23,10512.0,1986-07-23,6.75
1986-07-23,1986-07-23,10513.0,1986-07-23,5.875
1986-07-24,1986-07-24,10514.0,1986-07-24,15.625
1986-07-24,1986-07-24,10515.0,1986-07-24,19.75
1925-12-31,1925-12-31,10516.0,1925-12-31,44.0
1982-11-04,1982-11-04,10517.0,1982-11-04,20.625
1986-07-24,1986-07-24,10518.0,1986-07-24,6.75
1986-07-24,1986-07-24,10519.0,1986-07-24,14.875
1986-07-24,1986-07-24,10520.0,1986-07-24,1.5
1986-07-24,1986-07-24,10521.0,1986-07-24,2.5
1986-07-25,1986-07-25,10522.0,1986-07-25,26.375
1986-07-25,1986-07-25,10523.0,1986-07-25,1.25
1925-12-31,1925-12-31,10524.0,1925-12-31,16.5
1972-12-14,1972-12-14,10525.0,1972-12-14,4.375
1986-07-25,1986-07-25,10526.0,1986-07-25,10.0
1986-07-25,1986-07-25,10527.0,1986-07-25,14.5
1986-07-24,1986-07-24,10528.0,1986-07-24,14.25
1986-07-28,1986-07-28,10529.0,1986-07-28,31.0
1986-07-29,1986-07-29,10530.0,1986-07-29,10.0
1986-07-30,1986-07-30,10531.0,1986-07-30,12.0
1925-12-31,1925-12-31,10532.0,1925-12-31,22.75
1972-12-14,1972-12-14,10533.0,1972-12-14,4.625
1986-07-30,1986-07-30,10534.0,1986-07-30,15.375
1986-07-30,1986-07-30,10535.0,1986-07-30,7.125
1986-07-30,1986-07-30,10536.0,1986-07-30,8.25
1986-07-30,1986-07-30,10537.0,1986-07-30,7.75
1986-07-31,1986-07-31,10538.0,1986-07-31,10.125
1986-07-31,1986-07-31,10539.0,1986-07-31,2.625
1925-12-31,1925-12-31,10540.0,1925-12-31,19.375
1972-12-14,1972-12-14,10541.0,1972-12-14,7.75
1986-08-01,1986-08-01,10542.0,1986-08-01,11.25
1986-08-01,1986-08-01,10543.0,1986-08-01,7.3125
1986-07-30,1986-07-30,10544.0,1986-07-30,5.125
1986-08-05,1986-08-05,10545.0,1986-08-05,8.0
1986-08-05,1986-08-05,10546.0,1986-08-05,17.375
1986-08-06,1986-08-06,10547.0,1986-08-06,3.5
1986-08-06,1986-08-06,10548.0,1986-08-06,1.8125
1986-08-07,1986-08-07,10549.0,1986-08-07,1.5625
1986-08-07,1986-08-07,10550.0,1986-08-07,5.4375
1986-08-07,1986-08-07,10551.0,1986-08-07,9.8125
1986-08-07,1986-08-07,10552.0,1986-08-07,7.875
1986-08-07,1986-08-07,10553.0,1986-08-07,10.375
1986-08-12,1986-08-12,10554.0,1986-08-12,1.625
1986-08-08,1986-08-08,10555.0,1986-08-08,7.5
1986-08-08,1986-08-08,10556.0,1986-08-08,11.375
1986-08-08,1986-08-08,10557.0,1986-08-08,7.875
1986-08-08,1986-08-08,10558.0,1986-08-08,10.5
1925-12-31,1925-12-31,10559.0,1925-12-31,53.0
1987-07-16,1987-07-16,10560.0,1987-07-16,25.25
1986-08-12,1986-08-12,10561.0,1986-08-12,1.84375
1986-08-12,1986-08-12,10562.0,1986-08-12,14.25
1986-08-12,1986-08-12,10563.0,1986-08-12,13.5
1986-08-12,1986-08-12,10564.0,1986-08-12,14.625
1986-08-13,1986-08-13,10565.0,1986-08-13,9.0625
1986-08-13,1986-08-13,10566.0,1986-08-13,9.25
1925-12-31,1925-12-31,10567.0,1925-12-31,46.25
1982-06-29,1982-06-29,10568.0,1982-06-29,8.0
1986-08-13,1986-08-13,10569.0,1986-08-13,12.6875
1986-08-12,1986-08-12,10570.0,1986-08-12,19.0
1986-08-13,1986-08-13,10571.0,1986-08-13,3.3125
1986-08-13,1986-08-13,10572.0,1986-08-13,18.125
1986-08-13,1986-08-13,10573.0,1986-08-13,1.625
1988-02-02,1988-02-02,10574.0,1988-02-02,4.875
1925-12-31,1925-12-31,10575.0,1925-12-31,138.0
1972-12-14,1972-12-14,10576.0,1972-12-14,12.25
1986-08-14,1986-08-14,10577.0,1986-08-14,1.625
1986-08-14,1986-08-14,10578.0,1986-08-14,5.1875
1986-08-14,1986-08-14,10579.0,1986-08-14,0.390625
1986-08-15,1986-08-15,10580.0,1986-08-15,14.5
1986-08-15,1986-08-15,10581.0,1986-08-15,12.875
1986-08-15,1986-08-15,10582.0,1986-08-15,1.90625
1925-12-31,1925-12-31,10583.0,1925-12-31,9.875
1981-03-03,1981-03-03,10584.0,1981-03-03,0.4375
1986-08-18,1986-08-18,10585.0,1986-08-18,1.4375
1986-08-18,1986-08-18,10586.0,1986-08-18,14.5
1986-08-18,1986-08-18,10587.0,1986-08-18,2.5
1986-08-19,1986-08-19,10588.0,1986-08-19,15.375
1986-08-19,1986-08-19,10589.0,1986-08-19,7.125
1988-02-01,1988-02-01,10590.0,1988-02-01,0.171875
1925-12-31,1925-12-31,10591.0,1925-12-31,260.0
1978-09-21,1978-09-21,10592.0,1978-09-21,4.875
1986-08-19,1986-08-19,10593.0,1986-08-19,8.0
1986-08-19,1986-08-19,10594.0,1986-08-19,17.75
1986-08-20,1986-08-20,10595.0,1986-08-20,5.3125
1986-08-20,1986-08-20,10596.0,1986-08-20,10.375
1986-08-20,1986-08-20,10597.0,1986-08-20,6.875
1988-06-02,1988-06-02,10598.0,1988-06-02,28.0
1986-08-21,1986-08-21,10599.0,1986-08-21,8.9375
1988-04-06,1988-04-06,10600.0,1988-04-06,1.0
1986-08-21,1986-08-21,10601.0,1986-08-21,0.9375
1986-08-21,1986-08-21,10602.0,1986-08-21,5.3125
1986-08-21,1986-08-21,10603.0,1986-08-21,10.25
1925-12-31,1925-12-31,10604.0,1925-12-31,108.75
1975-12-09,1975-12-09,10605.0,1975-12-09,11.0
1986-08-21,1986-08-21,10606.0,1986-08-21,16.5
1986-08-25,1986-08-25,10607.0,1986-08-25,23.5
1986-08-25,1986-08-25,10608.0,1986-08-25,4.125
1986-08-26,1986-08-26,10609.0,1986-08-26,10.5
1986-08-26,1986-08-26,10610.0,1986-08-26,18.5
1986-08-26,1986-08-26,10611.0,1986-08-26,8.375
1925-12-31,1925-12-31,10612.0,1925-12-31,63.0
1972-12-14,1972-12-14,10613.0,1972-12-14,3.4375
1986-08-27,1986-08-27,10614.0,1986-08-27,10.375
1986-08-27,1986-08-27,10615.0,1986-08-27,1.375
1986-08-27,1986-08-27,10616.0,1986-08-27,12.0
1986-08-27,1986-08-27,10617.0,1986-08-27,8.625
1986-08-27,1986-08-27,10618.0,1986-08-27,1.5
1986-08-27,1986-08-27,10619.0,1986-08-27,5.25
1925-12-31,1925-12-31,10620.0,1925-12-31,58.0
1981-08-13,1981-08-13,10621.0,1981-08-13,1.5625
1986-08-27,1986-08-27,10622.0,1986-08-27,8.8125
1986-08-27,1986-08-27,10623.0,1986-08-27,10.1875
1986-08-28,1986-08-28,10624.0,1986-08-28,5.5
1988-06-15,1988-06-15,10625.0,1988-06-15,3.46875
1986-08-28,1986-08-28,10626.0,1986-08-28,6.625
1986-08-28,1986-08-28,10627.0,1986-08-28,7.75
1986-09-02,1986-09-02,10628.0,1986-09-02,1.8125
1986-09-02,1986-09-02,10629.0,1986-09-02,20.5
1986-09-02,1986-09-02,10630.0,1986-09-02,9.25
1986-09-03,1986-09-03,10631.0,1986-09-03,4.5
1986-09-03,1986-09-03,10632.0,1986-09-03,13.125
1986-09-03,1986-09-03,10633.0,1986-09-03,8.25
1986-09-04,1986-09-04,10634.0,1986-09-04,15.25
1986-09-04,1986-09-04,10635.0,1986-09-04,2.9375
1986-09-05,1986-09-05,10636.0,1986-09-05,20.625
1986-09-05,1986-09-05,10637.0,1986-09-05,5.375
1986-09-05,1986-09-05,10638.0,1986-09-05,36.0
1925-12-31,1925-12-31,10639.0,1925-12-31,17.0
1972-12-14,1972-12-14,10640.0,1972-12-14,34.0
1986-09-08,1986-09-08,10641.0,1986-09-08,3.125
1986-09-08,1986-09-08,10642.0,1986-09-08,1.5625
1986-09-09,1986-09-09,10643.0,1986-09-09,2.28125
1986-09-09,1986-09-09,10644.0,1986-09-09,3.5625
1986-09-09,1986-09-09,10645.0,1986-09-09,6.8125
1986-09-10,1986-09-10,10646.0,1986-09-10,1.25
1925-12-31,1925-12-31,10647.0,1925-12-31,27.375
1972-12-14,1972-12-14,10648.0,1972-12-14,3.0
1986-09-10,1986-09-10,10649.0,1986-09-10,11.625
1986-09-10,1986-09-10,10650.0,1986-09-10,12.0
1986-09-11,1986-09-11,10651.0,1986-09-11,17.75
1986-09-11,1986-09-11,10652.0,1986-09-11,11.0625
1986-09-11,1986-09-11,10653.0,1986-09-11,9.125
1986-09-11,1986-09-11,10654.0,1986-09-11,9.5625
1925-12-31,1925-12-31,10655.0,1925-12-31,0.75
1972-12-14,1972-12-14,10656.0,1972-12-14,12.5
1986-09-15,1986-09-15,10657.0,1986-09-15,5.3125
1986-09-18,1986-09-18,10658.0,1986-09-18,1.46875
1986-09-12,1986-09-12,10659.0,1986-09-12,1.75
1986-09-15,1986-09-15,10660.0,1986-09-15,5.0
1986-09-15,1986-09-15,10661.0,1986-09-15,3.0625
1986-09-16,1986-09-16,10662.0,1986-09-16,14.3125
1925-12-31,1925-12-31,10663.0,1925-12-31,5.375
1972-12-14,1972-12-14,10664.0,1972-12-14,22.625
1986-09-16,1986-09-16,10665.0,1986-09-16,13.0
1986-09-16,1986-09-16,10666.0,1986-09-16,0.375
1986-09-16,1986-09-16,10667.0,1986-09-16,1.75
1986-09-17,1986-09-17,10668.0,1986-09-17,0.171875
1986-09-17,1986-09-17,10669.0,1986-09-17,17.0
1986-09-17,1986-09-17,10670.0,1986-09-17,10.75
1925-12-31,1925-12-31,10671.0,1925-12-31,130.0
1972-12-14,1972-12-14,10672.0,1972-12-14,15.125
1986-09-18,1986-09-18,10673.0,1986-09-18,6.6875
1986-09-18,1986-09-18,10674.0,1986-09-18,7.3125
1986-09-18,1986-09-18,10675.0,1986-09-18,16.375
1986-09-18,1986-09-18,10676.0,1986-09-18,7.875
1988-04-06,1988-04-06,10677.0,1988-04-06,5.4375
1986-09-22,1986-09-22,10678.0,1986-09-22,12.875
1986-09-22,1986-09-22,10679.0,1986-09-22,0.265625
1986-09-22,1986-09-22,10680.0,1986-09-22,2.4375
1986-09-23,1986-09-23,10681.0,1986-09-23,10.125
1986-09-23,1986-09-23,10682.0,1986-09-23,9.0
1986-09-23,1986-09-23,10683.0,1986-09-23,10.75
1986-09-22,1986-09-22,10684.0,1986-09-22,9.625
1986-09-23,1986-09-23,10685.0,1986-09-23,6.375
1986-09-23,1986-09-23,10686.0,1986-09-23,2.5625
1986-09-23,1986-09-23,10687.0,1986-09-23,3.125
1986-09-24,1986-09-24,10688.0,1986-09-24,4.1875
1986-09-24,1986-09-24,10689.0,1986-09-24,0.8125
1986-09-24,1986-09-24,10690.0,1986-09-24,17.75
1986-09-24,1986-09-24,10691.0,1986-09-24,7.6875
1986-09-24,1986-09-24,10692.0,1986-09-24,1.5
1986-09-24,1986-09-24,10693.0,1986-09-24,6.375
1986-09-24,1986-09-24,10694.0,1986-09-24,3.375
1986-09-24,1986-09-24,10695.0,1986-09-24,1.3125
1986-09-25,1986-09-25,10696.0,1986-09-25,12.625
1986-09-25,1986-09-25,10697.0,1986-09-25,13.0625
1925-12-31,1925-12-31,10698.0,1925-12-31,67.0
1982-01-28,1982-01-28,10699.0,1982-01-28,3.5
1925-12-31,1925-12-31,10700.0,1925-12-31,49.875
1983-06-09,1983-06-09,10701.0,1983-06-09,12.0625
1986-09-25,1986-09-25,10702.0,1986-09-25,14.4375
1986-09-25,1986-09-25,10703.0,1986-09-25,3.125
1986-09-25,1986-09-25,10704.0,1986-09-25,11.5
1986-09-25,1986-09-25,10705.0,1986-09-25,11.25
1986-09-26,1986-09-26,10706.0,1986-09-26,2.875
1986-09-26,1986-09-26,10707.0,1986-09-26,1.25
1986-09-26,1986-09-26,10708.0,1986-09-26,2.5625
1986-09-26,1986-09-26,10709.0,1986-09-26,5.1875
1986-09-26,1986-09-26,10710.0,1986-09-26,12.875
1986-09-30,1986-09-30,10711.0,1986-09-30,8.5
1986-10-01,1986-10-01,10712.0,1986-10-01,10.0625
1986-10-01,1986-10-01,10713.0,1986-10-01,9.5
1986-10-01,1986-10-01,10714.0,1986-10-01,8.0
1986-10-01,1986-10-01,10715.0,1986-10-01,10.875
1986-10-01,1986-10-01,10716.0,1986-10-01,9.1875
1986-10-02,1986-10-02,10717.0,1986-10-02,1.0
1988-04-18,1988-04-18,10718.0,1988-04-18,2.25
1925-12-31,1925-12-31,10719.0,1925-12-31,33.25
1983-11-22,1983-11-22,10720.0,1983-11-22,18.75
1986-10-02,1986-10-02,10721.0,1986-10-02,11.25
1986-10-03,1986-10-03,10722.0,1986-10-03,9.6875
1986-10-03,1986-10-03,10723.0,1986-10-03,6.75
1986-10-03,1986-10-03,10724.0,1986-10-03,12.0
1988-01-22,1988-01-22,10725.0,1988-01-22,8.125
1988-03-08,1988-03-08,10726.0,1988-03-08,3.5
1925-12-31,1925-12-31,10727.0,1925-12-31,46.0
1972-12-14,1972-12-14,10728.0,1972-12-14,29.875
1986-10-03,1986-10-03,10729.0,1986-10-03,1.625
1986-10-06,1986-10-06,10730.0,1986-10-06,20.5
1978-01-05,1978-01-05,10731.0,1978-01-05,6.5
1986-10-06,1986-10-06,10732.0,1986-10-06,4.0625
1986-10-07,1986-10-07,10733.0,1986-10-07,8.75
1986-10-08,1986-10-08,10734.0,1986-10-08,10.25
1925-12-31,1925-12-31,10735.0,1925-12-31,68.5
1972-12-14,1972-12-14,10736.0,1972-12-14,2.0625
1986-10-08,1986-10-08,10737.0,1986-10-08,6.0
1986-10-08,1986-10-08,10738.0,1986-10-08,5.1875
1986-10-08,1986-10-08,10739.0,1986-10-08,6.5
1986-10-08,1986-10-08,10740.0,1986-10-08,11.75
1988-06-23,1988-06-23,10741.0,1988-06-23,0.0625
1986-10-08,1986-10-08,10742.0,1986-10-08,10.0
1925-12-31,1925-12-31,10743.0,1925-12-31,39.625
1972-12-14,1972-12-14,10744.0,1972-12-14,3.375
1986-10-08,1986-10-08,10745.0,1986-10-08,10.75
1986-10-09,1986-10-09,10746.0,1986-10-09,6.5
1986-10-09,1986-10-09,10747.0,1986-10-09,1.625
1986-10-10,1986-10-10,10748.0,1986-10-10,4.9375
1986-10-10,1986-10-10,10749.0,1986-10-10,14.5
1986-10-10,1986-10-10,10750.0,1986-10-10,8.75
1925-12-31,1925-12-31,10751.0,1925-12-31,74.75
1979-12-05,1979-12-05,10752.0,1979-12-05,9.5
1986-10-10,1986-10-10,10753.0,1986-10-10,8.125
1986-10-10,1986-10-10,10754.0,1986-10-10,13.0
1986-10-10,1986-10-10,10755.0,1986-10-10,9.0625
1986-10-13,1986-10-13,10756.0,1986-10-13,5.375
1986-10-14,1986-10-14,10757.0,1986-10-14,15.0
1986-10-14,1986-10-14,10758.0,1986-10-14,2.3125
1986-10-14,1986-10-14,10759.0,1986-10-14,37.5
1986-10-14,1986-10-14,10760.0,1986-10-14,14.0
1986-10-15,1986-10-15,10761.0,1986-10-15,9.5
1986-10-16,1986-10-16,10762.0,1986-10-16,8.1875
1986-10-16,1986-10-16,10763.0,1986-10-16,6.375
1986-10-16,1986-10-16,10764.0,1986-10-16,2.3125
1986-10-17,1986-10-17,10765.0,1986-10-17,8.125
1986-10-17,1986-10-17,10766.0,1986-10-17,16.0
1986-10-17,1986-10-17,10767.0,1986-10-17,3.125
1986-10-20,1986-10-20,10768.0,1986-10-20,10.5625
1986-10-20,1986-10-20,10769.0,1986-10-20,7.625
1986-10-21,1986-10-21,10770.0,1986-10-21,23.5
1986-10-21,1986-10-21,10771.0,1986-10-21,38.875
1986-10-21,1986-10-21,10772.0,1986-10-21,6.125
1986-10-21,1986-10-21,10773.0,1986-10-21,1.0625
1986-10-22,1986-10-22,10774.0,1986-10-22,9.5
1986-10-22,1986-10-22,10775.0,1986-10-22,2.5625
1986-10-22,1986-10-22,10776.0,1986-10-22,8.75
1986-10-22,1986-10-22,10777.0,1986-10-22,36.0
1925-12-31,1925-12-31,10778.0,1925-12-31,47.375
1978-10-03,1978-10-03,10779.0,1978-10-03,7.5
1986-10-23,1986-10-23,10780.0,1986-10-23,7.0625
1986-10-23,1986-10-23,10781.0,1986-10-23,21.125
1986-10-23,1986-10-23,10782.0,1986-10-23,8.125
1986-10-23,1986-10-23,10783.0,1986-10-23,0.65625
1986-10-29,1986-10-29,10784.0,1986-10-29,20.375
1986-10-24,1986-10-24,10785.0,1986-10-24,6.0625
1925-12-31,1925-12-31,10786.0,1925-12-31,48.125
1972-12-14,1972-12-14,10787.0,1972-12-14,8.5625
1986-10-24,1986-10-24,10788.0,1986-10-24,10.375
1986-10-24,1986-10-24,10789.0,1986-10-24,3.5625
1986-10-24,1986-10-24,10790.0,1986-10-24,9.0
1986-10-29,1986-10-29,10791.0,1986-10-29,12.625
1986-10-29,1986-10-29,10792.0,1986-10-29,16.75
1986-10-30,1986-10-30,10793.0,1986-10-30,14.0
1925-12-31,1925-12-31,10794.0,1925-12-31,6.25
1984-04-26,1984-04-26,10795.0,1984-04-26,5.0625
1986-10-30,1986-10-30,10796.0,1986-10-30,9.0
1986-10-30,1986-10-30,10797.0,1986-10-30,8.0
1986-10-30,1986-10-30,10798.0,1986-10-30,8.25
1986-10-30,1986-10-30,10799.0,1986-10-30,7.4375
1986-10-31,1986-10-31,10800.0,1986-10-31,10.125
1986-10-31,1986-10-31,10801.0,1986-10-31,13.0
1986-10-31,1986-10-31,10802.0,1986-10-31,5.75
1986-10-31,1986-10-31,10803.0,1986-10-31,9.875
1986-10-31,1986-10-31,10804.0,1986-10-31,7.3125
1986-10-31,1986-10-31,10805.0,1986-10-31,5.9375
1986-11-03,1986-11-03,10806.0,1986-11-03,0.1875
1925-12-31,1925-12-31,10807.0,1925-12-31,34.5
1972-12-14,1972-12-14,10808.0,1972-12-14,7.875
1986-11-04,1986-11-04,10809.0,1986-11-04,11.375
1986-11-04,1986-11-04,10810.0,1986-11-04,5.25
1986-11-05,1986-11-05,10811.0,1986-11-05,17.75
1986-11-05,1986-11-05,10812.0,1986-11-05,9.75
1986-11-05,1986-11-05,10813.0,1986-11-05,2.4375
1986-11-05,1986-11-05,10814.0,1986-11-05,13.25
1925-12-31,1925-12-31,10815.0,1925-12-31,2.0
1981-12-10,1981-12-10,10816.0,1981-12-10,5.125
1986-11-05,1986-11-05,10817.0,1986-11-05,1.75
1986-11-05,1986-11-05,10818.0,1986-11-05,18.125
1988-04-28,1988-04-28,10819.0,1988-04-28,0.15625
1986-11-05,1986-11-05,10820.0,1986-11-05,9.125
1986-11-05,1986-11-05,10821.0,1986-11-05,14.0
1986-11-06,1986-11-06,10822.0,1986-11-06,6.9375
1925-12-31,1925-12-31,10823.0,1925-12-31,76.5
1984-06-15,1984-06-15,10824.0,1984-06-15,1.4375
1986-11-06,1986-11-06,10825.0,1986-11-06,12.125
1986-11-06,1986-11-06,10826.0,1986-11-06,5.875
1986-11-06,1986-11-06,10827.0,1986-11-06,7.25
1986-11-06,1986-11-06,10828.0,1986-11-06,6.75
1986-11-06,1986-11-06,10829.0,1986-11-06,11.9375
1986-11-07,1986-11-07,10830.0,1986-11-07,12.1875
1925-12-31,1925-12-31,10831.0,1925-12-31,134.5
1972-12-14,1972-12-14,10832.0,1972-12-14,5.375
1986-11-07,1986-11-07,10833.0,1986-11-07,8.0
1986-11-07,1986-11-07,10834.0,1986-11-07,8.9375
1986-11-07,1986-11-07,10835.0,1986-11-07,10.4375
1986-11-07,1986-11-07,10836.0,1986-11-07,4.5
1986-11-10,1986-11-10,10837.0,1986-11-10,5.125
1986-11-10,1986-11-10,10838.0,1986-11-10,1.875
1986-11-11,1986-11-11,10839.0,1986-11-11,7.3125
1986-11-11,1986-11-11,10840.0,1986-11-11,2.3125
1986-11-12,1986-11-12,10841.0,1986-11-12,6.0625
1986-11-12,1986-11-12,10842.0,1986-11-12,5.75
1986-11-13,1986-11-13,10843.0,1986-11-13,21.5
1986-11-13,1986-11-13,10844.0,1986-11-13,8.0
1986-11-13,1986-11-13,10845.0,1986-11-13,10.0625
1986-11-13,1986-11-13,10846.0,1986-11-13,4.4375
1986-11-13,1986-11-13,10847.0,1986-11-13,7.625
1986-11-12,1986-11-12,10848.0,1986-11-12,1.75
1986-11-13,1986-11-13,10849.0,1986-11-13,6.625
1986-11-13,1986-11-13,10850.0,1986-11-13,10.75
1986-11-13,1986-11-13,10851.0,1986-11-13,6.375
1986-11-14,1986-11-14,10852.0,1986-11-14,7.25
1986-11-14,1986-11-14,10853.0,1986-11-14,5.0625
1986-11-14,1986-11-14,10854.0,1986-11-14,10.75
1986-11-14,1986-11-14,10855.0,1986-11-14,35.25
1988-04-27,1988-04-27,10856.0,1988-04-27,1.53125
1986-11-17,1986-11-17,10857.0,1986-11-17,3.5
1925-12-31,1925-12-31,10858.0,1925-12-31,60.875
1972-12-14,1972-12-14,10859.0,1972-12-14,4.6875
1986-11-17,1986-11-17,10860.0,1986-11-17,6.4375
1986-11-18,1986-11-18,10861.0,1986-11-18,10.5
1986-11-18,1986-11-18,10862.0,1986-11-18,0.6875
1986-11-18,1986-11-18,10863.0,1986-11-18,6.5625
1986-11-18,1986-11-18,10864.0,1986-11-18,2.0625
1986-11-19,1986-11-19,10865.0,1986-11-19,7.75
1925-12-31,1925-12-31,10866.0,1925-12-31,46.25
1980-12-05,1980-12-05,10867.0,1980-12-05,8.75
1986-11-19,1986-11-19,10868.0,1986-11-19,0.625
1986-11-19,1986-11-19,10869.0,1986-11-19,8.125
1986-11-20,1986-11-20,10870.0,1986-11-20,6.125
1986-11-20,1986-11-20,10871.0,1986-11-20,11.5
1986-11-20,1986-11-20,10872.0,1986-11-20,6.0
1986-11-20,1986-11-20,10873.0,1986-11-20,8.625
1925-12-31,1925-12-31,10874.0,1925-12-31,27.4375
1972-12-14,1972-12-14,10875.0,1972-12-14,4.125
1986-11-20,1986-11-20,10876.0,1986-11-20,6.125
1986-11-20,1986-11-20,10877.0,1986-11-20,10.25
1988-04-15,1988-04-15,10878.0,1988-04-15,0.25
1986-11-21,1986-11-21,10879.0,1986-11-21,7.25
1986-11-24,1986-11-24,10880.0,1986-11-24,9.75
1986-11-24,1986-11-24,10881.0,1986-11-24,0.109375
1925-12-31,1925-12-31,10882.0,1925-12-31,11.25
1984-02-14,1984-02-14,10883.0,1984-02-14,0.5
1986-11-25,1986-11-25,10884.0,1986-11-25,6.0
1986-11-25,1986-11-25,10885.0,1986-11-25,14.0
1986-11-25,1986-11-25,10886.0,1986-11-25,18.4375
1986-11-25,1986-11-25,10887.0,1986-11-25,2.6875
1986-11-25,1986-11-25,10888.0,1986-11-25,2.625
1986-11-26,1986-11-26,10889.0,1986-11-26,4.25
1925-12-31,1925-12-31,10890.0,1925-12-31,91.0
1972-12-14,1972-12-14,10891.0,1972-12-14,4.625
1986-11-26,1986-11-26,10892.0,1986-11-26,10.375
1986-11-25,1986-11-25,10893.0,1986-11-25,5.0625
1986-11-28,1986-11-28,10894.0,1986-11-28,4.8125
1986-11-28,1986-11-28,10895.0,1986-11-28,0.46875
1986-12-01,1986-12-01,10896.0,1986-12-01,2.5625
1988-05-04,1988-05-04,10897.0,1988-05-04,7.5
1986-12-02,1986-12-02,10898.0,1986-12-02,42.5
1986-12-02,1986-12-02,10899.0,1986-12-02,5.5
1986-12-03,1986-12-03,10900.0,1986-12-03,9.8125
1986-12-03,1986-12-03,10901.0,1986-12-03,22.5
1986-12-03,1986-12-03,10902.0,1986-12-03,22.5
1925-12-31,1925-12-31,10903.0,1925-12-31,37.75
1984-01-26,1984-01-26,10904.0,1984-01-26,2.5
1986-12-03,1986-12-03,10905.0,1986-12-03,4.875
1986-12-04,1986-12-04,10906.0,1986-12-04,17.5
1986-12-03,1986-12-03,10907.0,1986-12-03,8.375
1986-12-05,1986-12-05,10908.0,1986-12-05,8.875
1986-12-05,1986-12-05,10909.0,1986-12-05,17.125
1986-12-05,1986-12-05,10910.0,1986-12-05,5.5
1925-12-31,1925-12-31,10911.0,1925-12-31,21.0
1972-12-14,1972-12-14,10912.0,1972-12-14,2.1875
1986-12-05,1986-12-05,10913.0,1986-12-05,116.0
1986-12-05,1986-12-05,10914.0,1986-12-05,5.5
1986-12-05,1986-12-05,10915.0,1986-12-05,8.3125
1988-05-06,1988-05-06,10916.0,1988-05-06,23.75
1986-12-09,1986-12-09,10917.0,1986-12-09,32.5
1986-12-09,1986-12-09,10918.0,1986-12-09,8.625
1986-12-09,1986-12-09,10919.0,1986-12-09,4.375
1986-12-10,1986-12-10,10920.0,1986-12-10,13.375
1986-12-10,1986-12-10,10921.0,1986-12-10,6.25
1986-12-10,1986-12-10,10922.0,1986-12-10,8.25
