company_name,issue_date,search_vol_avg,search_avail
wageworks inc,2012-05-09,,0
teavana holdings inc,2011-07-27,3.225806451612903,1
dunkin brands group inc,2011-07-26,,0
carbonite inc,2011-08-10,3.125,1
digital domain media group inc,2011-11-18,3.125,1
nationstar mortgage holdings inc,2012-03-07,3.3333333333333335,1
regional management corp,2012-03-27,6.633333333333334,1
ceres inc,2012-02-21,5.875,1
aptiv plc,2011-11-16,,0
rexnord corp,2012-03-28,,0
groupon inc,2011-11-03,19.25,1
bonanza creek energy inc,2011-12-15,,0
bsb bancorp inc,2011-10-04,,0
mattress firm holding corp,2011-11-17,,0
epam systems inc,2012-02-07,5.78125,1
cafepress inc,2012-03-28,,0
ambarella inc,2012-10-09,3.225806451612903,1
enphase energy inc,2012-03-29,,0
ubiquiti networks inc,2011-10-13,,0
imperva inc,2011-11-08,,0
clovis oncology inc,2011-11-15,3.125,1
liposcience inc,2013-01-24,,0
manning & napier inc,2011-11-17,,0
zynga inc,2011-12-15,7.580645161290323,1
tillys inc,2012-05-03,3.225806451612903,1
itron networked solutions inc,2013-03-12,,0
merrimack pharmaceuticals inc,2012-03-28,,0
gse holding inc,2012-02-09,3.125,1
zeltiq aesthetics inc,2011-10-18,,0
greenway medical technologies inc,2012-02-01,,0
demandware inc,2012-03-14,5.166666666666667,1
norwegian cruise line holdings ltd,2013-01-17,,0
renewable energy group inc,2012-01-18,3.125,1
us silica holdings inc,2012-01-31,,0
proto labs inc,2012-02-23,,0
intermolecular inc,2011-11-17,3.125,1
ignite restaurant group inc,2012-05-10,,0
macom technology solutions holdings inc,2012-03-14,,0
vocera communications inc,2012-03-27,,0
exa corp,2012-06-28,6.25,1
guidewire software inc,2012-01-24,6.1875,1
chuys holdings inc,2012-07-23,,0
matador resources co,2012-02-01,6.125,1
jive software inc,2011-12-12,8.548387096774194,1
laredo petroleum inc,2011-12-14,,0
brightcove inc,2012-02-17,3.125,1
eloqua inc,2012-08-01,,0
angies list inc,2011-11-16,6.125,1
forum energy technologies inc,2012-04-11,,0
sanchez energy corp,2011-12-13,,0
rh,2012-11-01,-7.0625,1
fx alliance inc,2012-02-08,,0
fs bancorp inc,2012-07-10,,0
melinta therapeutics inc /new/,2012-02-03,,0
chemocentryx inc,2012-02-08,,0
global brass & copper holdings inc,2013-05-22,,0
verastem inc,2012-01-26,,0
pacific drilling sa,2011-11-10,3.125,1
worldpay inc,2012-03-21,3.3333333333333335,1
pbf energy inc,2012-12-12,,0
caesars entertainment corp,2012-02-07,5.78125,1
caesars entertainment corp,2012-02-07,5.78125,1
yelp inc,2012-03-01,21.566666666666666,1
synacor inc,2012-02-09,,0
exacttarget inc,2012-03-21,3.3333333333333335,1
annies inc,2012-03-27,3.3333333333333335,1
capri holdings ltd,2011-12-14,,0
roundys inc,2012-02-07,3.125,1
tumi holdings inc,2012-04-18,,0
proofpoint inc,2012-04-19,,0
digital cinema destinations corp,2012-04-17,,0
gogo inc,2013-06-20,9.28125,1
edgen group inc,2012-04-26,,0
millennial media inc,2012-03-28,6.5,1
infoblox inc,2012-04-19,,0
mrc global inc,2012-04-11,3.125,1
splunk inc,2012-04-18,9.03125,1
audience inc,2012-05-09,16.903225806451612,1
del friscos restaurant group inc,2012-07-26,,0
facebook inc,2012-05-17,2.5483870967741935,1
diamondback energy inc,2012-10-11,,0
atossa genetics inc,2012-11-07,3.125,1
eopen inc,2012-07-25,,0
durata therapeutics inc,2012-07-18,,0
tesaro inc,2012-06-27,,0
berry global group inc,2012-10-03,,0
globus medical inc,2012-08-02,,0
servicenow inc,2012-06-28,,0
stemline therapeutics inc,2013-01-28,,0
palo alto networks inc,2012-07-19,3.225806451612903,1
bloomin brands inc,2012-08-07,3.125,1
hyperion therapeutics inc,2012-07-25,,0
five below inc,2012-07-18,3.225806451612903,1
oncomed pharmaceuticals inc,2013-07-17,3.225806451612903,1
shutterstock inc,2012-10-10,,0
kythera biopharmaceuticals inc,2012-10-10,,0
professional diversity network inc,2013-03-05,,0
qualys inc,2012-09-27,3.125,1
realogy holdings corp,2012-10-10,,0
natural grocers by vitamin cottage inc,2012-07-24,,0
roan resources inc,2012-10-11,,0
coty inc,2013-06-12,12.59375,1
performant financial corp,2012-08-09,,0
javelin mortgage investment corp,2012-10-03,,0
gigamon inc,2013-06-11,3.125,1
whitewave foods co,2012-10-25,,0
zoetis inc,2013-01-31,6.125,1
atlas financial holdings inc,2013-02-11,,0
trulia inc,2012-09-19,9.84375,1
lifelock inc,2012-10-02,3.225806451612903,1
workday inc,2012-10-11,6.419354838709677,1
intercept pharmaceuticals inc,2012-10-10,,0
fairway group holdings corp,2013-04-16,,0
humanigen inc,2013-01-31,,0
ruckus wireless inc,2012-11-15,,0
solarcity corp,2012-12-12,,0
bright horizons family solutions inc,2013-01-24,,0
artisan partners asset management inc,2013-03-06,,0
enanta pharmaceuticals inc,2013-03-20,,0
voya financial inc,2013-05-01,,0
boise cascade co,2013-02-05,,0
taminco corp,2013-04-17,,0
taylor morrison home corp,2013-04-09,,0
pinnacle foods inc,2013-03-27,3.4482758620689653,1
health insurance innovations inc,2013-02-07,,0
tri pointe group inc,2013-01-30,,0
seaworld entertainment inc,2013-04-18,3.125,1
exone co,2013-02-06,5.78125,1
xoom corp,2013-02-14,3.125,1
pnmac holdings inc,2013-05-08,,0
model n inc,2013-03-19,6.862068965517241,1
marin software inc,2013-03-21,,0
iqvia holdings inc,2013-05-08,,0
sophiris bio inc,2013-08-16,6.125,1
ambit biosciences corp,2013-05-15,,0
rcs capital corp,2013-06-05,,0
vislink technologies inc,2013-07-18,,0
chimerix inc,2013-04-10,,0
omthera pharmaceuticals inc,2013-04-11,,0
rally software development corp,2013-04-11,6.25,1
truetthurst inc,2013-06-19,,0
blackhawk network holdings inc,2013-04-18,,0
aratana therapeutics inc,2013-06-26,,0
cdw corp,2013-06-26,13.65625,1
armada hoffler properties inc,2013-05-07,,0
marketo inc,2013-05-16,3.225806451612903,1
tableau software inc,2013-05-16,3.225806451612903,1
cyan inc,2013-05-08,15.806451612903226,1
receptos inc,2013-05-08,,0
ucp inc,2013-07-17,9.387096774193548,1
textura corp,2013-06-06,3.125,1
william lyon homes,2013-05-15,35.74193548387097,1
channeladvisor corp,2013-05-22,,0
hd supply holdings inc,2013-06-26,,0
liquid holdings group inc,2013-07-25,,0
portola pharmaceuticals inc,2013-05-21,,0
epizyme inc,2013-05-30,,0
silvercrest asset management group inc,2013-06-26,3.125,1
heat biologics inc,2013-07-23,,0
sprouts farmers market inc,2013-07-31,,0
franks international nv,2013-08-08,,0
bluebird bio inc,2013-06-18,,0
esperion therapeutics inc,2013-06-25,,0
covisint corp,2013-09-26,6.1875,1
ptc therapeutics inc,2013-06-19,,0
nanostring technologies inc,2013-06-25,,0
telaria inc,2013-06-26,,0
noodles & co,2013-06-27,17.78125,1
wci communities inc,2013-07-24,,0
evoke pharma inc,2013-09-24,,0
jones energy inc,2013-07-23,9.096774193548388,1
cellular dynamics international inc,2013-07-24,,0
athlon energy inc,2013-08-01,,0
cancer genetics inc,2013-08-13,3.125,1
conatus pharmaceuticals inc,2013-07-24,3.225806451612903,1
envision healthcare holdings inc,2013-08-13,6.25,1
antero resources corp,2013-10-09,3.225806451612903,1
diamond resorts international inc,2013-07-18,,0
onconova therapeutics inc,2013-07-24,,0
bmc stock holdings inc,2013-08-08,,0
retailmenot inc,2013-07-18,6.354838709677419,1
nmi holdings inc,2013-11-07,,0
sfx entertainment inc,2013-10-08,3.225806451612903,1
burlington stores inc,2013-10-01,,0
control corp,2013-08-01,16.71875,1
marrone bio innovations inc,2013-08-01,,0
yume inc,2013-08-06,11.09375,1
fox factory holding corp,2013-08-07,6.1875,1
cvent inc,2013-08-08,3.125,1
intrexon corp,2013-08-07,,0
clubcorp holdings inc,2013-09-19,,0
esh hospitality inc,2013-11-12,,0
foundation medicine inc,2013-09-25,9.15625,1
plains gp holdings lp,2013-10-15,,0
fireeye inc,2013-09-19,9.28125,1
commscope holding company inc,2013-10-24,3.225806451612903,1
houghton mifflin harcourt co,2013-11-13,,0
ideal power inc,2013-11-22,3.125,1
ideal power inc,2013-11-22,3.125,1
acceleron pharma inc,2013-09-19,,0
dnib unwind inc,2013-09-19,,0
applied optoelectronics inc,2013-09-25,11.90625,1
fate therapeutics inc,2013-09-30,5.75,1
chegg inc,2013-11-12,11.53125,1
iveric bio inc,2013-09-24,,0
onemain holdings inc,2013-10-15,,0
rocket fuel inc,2013-09-19,9.09375,1
re/max holdings inc,2013-10-01,,0
premier inc,2013-09-25,3.46875,1
violin memory inc,2013-09-26,3.125,1
ringcentral inc,2013-09-26,6.03125,1
ldr holding corp,2013-10-08,3.225806451612903,1
lgi homes inc,2013-11-06,,0
potbelly corp,2013-10-03,9.612903225806452,1
fidelity & guaranty life,2013-12-12,7.935483870967742,1
amc entertainment holdings inc,2013-12-17,,0
benefitfocusinc,2013-09-17,,0
macrogenics inc,2013-10-09,3.225806451612903,1
surgical care affiliates inc,2013-10-29,3.225806451612903,1
stonegate mortgage corp,2013-10-09,,0
endurance international group holdings inc,2013-10-24,3.225806451612903,1
aramark,2013-12-11,-2.7419354838709675,1
veeva systems inc,2013-10-15,,0
hilton worldwide holdings inc,2013-12-11,,0
aerie pharmaceuticals inc,2013-10-24,3.225806451612903,1
veracyte inc,2013-10-29,,0
marcus & millichap inc,2013-10-30,,0
vince holding corp,2013-11-21,6.0625,1
relypsa inc,2013-11-14,,0
container store group inc,2013-10-31,,0
barracuda networks inc,2013-11-05,,0
twitter inc,2013-11-06,-6.125,1
kofax ltd,2013-12-05,3.225806451612903,1
karyopharm therapeutics inc,2013-11-05,,0
mavenir systems inc,2013-11-06,,0
jg wentworth co,2013-11-07,,0
norcraft companies inc,2013-11-06,,0
tandem diabetes care inc,2013-11-13,,0
zulily inc,2013-11-14,8.4375,1
xencor inc,2013-12-02,6.419354838709677,1
tetralogic pharmaceuticals corp,2013-12-11,,0
nimble storage inc,2013-12-12,,0
kindred biosciences inc,2013-12-11,,0
