permno,permco,namedt,nameenddt,comnam,cusip,ticker,exchcd
91005,39147,8/1/07,11/6/08,SPDR SERIES TRUST,78464A79,KBE,2
91005,39147,11/7/08,12/31/18,SPDR SERIES TRUST,78464A79,KBE,4
91006,39147,11/15/05,7/31/07,STREETTRACKS SERIES TRUST,78464A81,DSC,2
91006,39147,8/1/07,11/6/08,SPDR SERIES TRUST,78464A81,DSC,2
91006,39147,11/7/08,12/19/10,SPDR SERIES TRUST,78464A81,DSC,4
91006,39147,12/20/10,12/31/18,SPDR SERIES TRUST,78464A81,SLY,4
91007,39147,11/15/05,7/31/07,STREETTRACKS SERIES TRUST,78464A82,EMG,2
91007,39147,8/1/07,11/6/08,SPDR SERIES TRUST,78464A82,EMG,2
91007,39147,11/7/08,12/19/10,SPDR SERIES TRUST,78464A82,EMG,4
91007,39147,12/20/10,12/31/18,SPDR SERIES TRUST,78464A82,MDYG,4
91008,39147,11/15/05,7/31/07,STREETTRACKS SERIES TRUST,78464A83,EMV,2
91008,39147,8/1/07,11/6/08,SPDR SERIES TRUST,78464A83,EMV,2
91008,39147,11/7/08,12/19/10,SPDR SERIES TRUST,78464A83,EMV,4
91008,39147,12/20/10,12/31/18,SPDR SERIES TRUST,78464A83,MDYV,4
91009,39147,11/15/05,7/31/07,STREETTRACKS SERIES TRUST,78464A84,EMM,2
91009,39147,8/1/07,11/6/08,SPDR SERIES TRUST,78464A84,EMM,2
91009,39147,11/7/08,7/8/13,SPDR SERIES TRUST,78464A84,EMM,4
91009,39147,7/9/13,8/30/16,SPDR SERIES TRUST,78464A84,RSCO,4
91009,39147,8/31/16,10/15/17,SPDR SERIES TRUST,78464A84,SMD,4
91009,39147,10/16/17,12/31/18,SPDR SERIES TRUST,78464A84,SPMD,4
91010,39147,11/15/05,7/31/07,STREETTRACKS SERIES TRUST,78464A85,ELR,2
91010,39147,8/1/07,11/6/08,SPDR SERIES TRUST,78464A85,ELR,2
91010,39147,11/7/08,7/8/13,SPDR SERIES TRUST,78464A85,ELR,4
91010,39147,7/9/13,10/15/17,SPDR SERIES TRUST,78464A85,ONEK,4
91010,39147,10/16/17,12/31/18,SPDR SERIES TRUST,78464A85,SPLG,4
91011,7937,12/20/85,11/30/88,PIEDMONT FEDERAL SVGS BK VA,72014210,PFSB,3
91011,7937,12/1/88,10/12/92,PIEDMONT FEDERAL CORP,72014210,PFSB,3
91012,48802,11/22/05,9/29/08,TRONOX INC,89705110,TRX,1
91013,49989,12/23/05,2/8/10,NUCRYST PHARMACEUTICALS CORP,67035Q10,NCST,3
91014,49990,12/20/05,12/19/14,DELIA S INC NEW,24691110,DLIA,3
91015,49991,12/14/05,12/31/18,B C B BANCORP INC,5529810,BCBP,3
91016,49992,12/13/05,3/19/09,CAPITALSOUTH BANCORP,14056A10,CAPB,3
91017,49993,12/15/05,2/1/08,CAROLINA NATIONAL CORP,14406010,CNCP,3
91018,49994,12/2/05,12/31/18,CORE MARK HOLDING CO INC,21868110,CORE,3
91019,49995,12/21/05,5/23/10,C R M HOLDINGS LTD,G5760D11,CRMH,3
91019,49995,5/24/10,11/4/10,MAJESTIC CAPITAL LTD,G5760D11,MAJC,3
91019,49995,11/5/10,5/2/11,MAJESTIC CAPITAL LTD,G5760D11,MAJC,3
91020,49996,12/9/05,3/21/17,CYNOSURE INC,23257720,CYNO,3
91021,49997,12/19/05,5/11/16,CYTORI THERAPEUTICS INC,23283K40,CYTX,3
91021,49997,5/12/16,5/23/18,CYTORI THERAPEUTICS INC,23283K40,CYTX,3
91021,49997,5/24/18,12/31/18,CYTORI THERAPEUTICS INC,23283K40,CYTX,3
91022,49998,12/16/05,6/23/08,DIRECTED ELECTRONICS INC,2.33E+14,DEIX,3
91022,49998,6/24/08,2/5/09,D E I HOLDINGS,2.33E+14,DEIX,3
91023,49999,12/16/05,9/30/10,FREESEAS INC,Y2649622,FREE,3
91023,49999,10/1/10,2/13/13,FREESEAS INC,Y2649622,FREE,3
91023,49999,2/14/13,12/1/13,FREESEAS INC,Y2649622,FREE,3
91023,49999,12/2/13,5/10/15,FREESEAS INC,Y2649622,FREE,3
91023,49999,5/11/15,6/25/15,FREESEAS INC,Y2649622,FREE,3
91023,49999,6/26/15,1/14/16,FREESEAS INC,Y2649622,FREE,3
91023,49999,1/15/16,4/13/16,FREESEAS INC,Y2649622,FREE,3
91023,49999,4/14/16,4/22/16,FREESEAS INC,Y2649622,FREE,3
91024,50000,12/8/05,12/31/18,LORAL SPACE & COMMUNICATIONS IN,54388110,LORL,3
91025,50001,12/29/05,11/16/12,NEW ENGLAND BANCSHARES INC,64386320,NEBS,3
91026,50002,12/21/05,4/13/08,PIXELPLUS CO LTD,72582A20,PXPL,3
91026,50002,4/14/08,2/5/09,PIXELPLUS CO LTD,72582A20,PXPL,3
91027,50003,12/13/05,3/12/09,SCOPUS VIDEO NETWORKS LTD,M8260H10,SCOP,3
91028,50004,12/15/05,10/11/12,SOMAXON PHARMACEUTICALS INC,83445320,SOMX,3
91028,50004,10/12/12,3/6/13,SOMAXON PHARMACEUTICALS INC,83445320,SOMX,3
91029,50005,12/16/05,5/6/09,SPANSION INC,84649R10,SPSN,3
91030,7415,2/4/85,8/17/89,PIONEER SAVINGS BK,72387610,PSBF,3
91030,7415,8/18/89,3/8/90,PIONEER SAVINGS BANK FSB,72387610,PSBF,3
91031,50006,1/3/06,7/24/08,TRIPLE CROWN MEDIA INC,89675K10,TCMI,3
91032,50007,12/13/05,12/9/12,DEALERTRACK HOLDINGS INC,24230910,TRAK,3
91032,50007,12/10/12,9/30/15,DEALERTRACK TECHNOLOGIES INC,24230910,TRAK,3
91033,50008,12/7/05,5/30/14,VOCUS INC,92858J10,VOCS,3
91034,50009,12/27/05,3/28/07,WHITTIER ENERGY CORP,96678530,WHIT,3
91035,50010,12/9/05,11/24/06,WIDERTHAN CO LTD,96759310,WTHN,3
91036,50011,12/2/05,6/18/09,AVIZA TECHNOLOGY INC,05381A10,AVZA,3
91037,50012,12/9/05,7/13/09,ADVANTAGE ENERGY INCOME FUND,00765F10,AAV,1
91037,50012,7/14/09,9/21/18,ADVANTAGE OIL & GAS LTD,00765F10,AAV,1
91038,50013,12/19/05,8/9/15,ALMADEN MINERALS LTD,2028330,AAU,2
91038,50013,8/10/15,12/31/18,ALMADEN MINERALS LTD,2028330,AAU,2
91039,50014,12/13/05,2/9/06,B P I INDUSTRIES INC,5593410,BPG,2
91039,50014,2/10/06,11/6/08,B P I ENERGY HOLDINGS INC,5593410,BPG,2
91040,50015,12/9/05,12/26/16,BASIC ENERGY SERVICES INC,06985P20,BAS,1
91040,50015,12/27/16,12/31/18,BASIC ENERGY SERVICES INC,06985P20,BAS,1
91041,50016,12/22/05,1/8/06,C C E SPINCO INC,53803410,LYV,1
91041,50016,1/9/06,1/26/10,LIVE NATION INC,53803410,LYV,1
91041,50016,1/27/10,12/31/18,LIVE NATION ENTERTAINMENT INC,53803410,LYV,1
91042,48788,12/12/05,5/4/07,COLD SPRING CAPITAL INC,19286510,CDS,2
91043,50017,12/6/05,6/24/10,COMPTON PETROLEUM CORP,20494010,CMZ,1
91044,50018,12/2/05,1/22/17,D C P MIDSTREAM PARTNERS LP,23311P10,DPM,1
91044,50018,1/23/17,12/31/18,D C P MIDSTREAM LP,23311P10,DCP,1
91045,50019,12/16/05,5/25/11,EMERGENCY MEDICAL SERVICES CORP,29100P10,EMS,1
91046,7463,4/26/85,4/13/88,PIONEER COMMUNICATIONS NETWORK,72390210,SOAP,3
91047,50021,12/12/05,9/25/06,EURO CURRENCY TRUST,46138K10,FXE,1
91047,50021,9/26/06,10/29/07,CURRENCYSHARES EURO TRUST,46138K10,FXE,1
91047,50021,10/30/07,6/3/18,CURRENCYSHARES EURO TRUST,46138K10,FXE,4
91047,50021,6/4/18,12/31/18,INVESCO CURRENCYSHARES EURO TR,46138K10,FXE,4
91048,50022,12/23/05,10/31/06,EUROZINC MINING CORP,29880410,EZM,2
91049,50023,12/22/05,8/1/13,KIMBER RESOURCES INC,49435N10,KBX,2
91050,50024,12/19/05,1/23/07,MEDICSIGHT INC,55302P20,MGT,2
91050,50024,1/24/07,7/10/11,M G T CAPITAL INVESTMENTS INC,55302P20,MGT,2
91050,50024,7/11/11,8/21/11,M G T CAPITAL INVESTMENTS INC,55302P20,MGT,-2
91050,50024,8/22/11,3/21/12,M G T CAPITAL INVESTMENTS INC,55302P20,MGT,2
91050,50024,3/22/12,10/19/16,M G T CAPITAL INVESTMENTS INC,55302P20,MGT,2
91051,50025,12/8/05,7/26/12,PATNI COMPUTER SYSTEMS LTD,45173H20,PTI,1
91051,50025,7/27/12,9/28/12,IGATE COMPUTER SYSTEMS LTD,45173H20,PTI,1
91052,44072,12/6/05,11/2/08,POWERSHARES E T F TRUST,46137V14,PHO,2
91052,44072,11/3/08,12/6/16,POWERSHARES E T F TRUST,46137V14,PHO,4
91052,44072,12/7/16,6/3/18,POWERSHARES E T F TRUST,46137V14,PHO,3
91052,44072,6/4/18,12/31/18,INVESCO E T F TRUST,46137V14,PHO,3
91053,44072,12/19/05,12/30/07,POWERSHARES E T F TRUST,46137V61,PRF,1
91053,44072,12/31/07,6/3/18,POWERSHARES E T F TRUST,46137V61,PRF,4
91053,44072,6/4/18,12/31/18,INVESCO E T F TRUST,46137V61,PRF,4
91054,7455,3/7/85,12/12/86,PIZZA TRANSPORT AUTH INC,72585310,PTAI,3
91055,44072,12/6/05,11/2/08,POWERSHARES E T F TRUST,46137V24,PIV,2
91055,44072,11/3/08,2/29/12,POWERSHARES E T F TRUST,46137V24,PIV,4
91055,44072,3/1/12,6/3/18,POWERSHARES E T F TRUST,46137V24,SPHQ,4
91055,44072,6/4/18,12/31/18,INVESCO E T F TRUST,46137V24,SPHQ,4
91056,44072,12/6/05,11/2/08,POWERSHARES E T F TRUST,73935X76,PTE,2
91056,44072,11/3/08,12/14/10,POWERSHARES E T F TRUST,73935X76,PTE,4
91057,44072,12/6/05,11/2/08,POWERSHARES E T F TRUST,73935X83,PHW,2
91057,44072,11/3/08,5/18/09,POWERSHARES E T F TRUST,73935X83,PHW,4
91058,50026,12/15/05,10/4/07,REPUBLIC PROPERTY TRUST,76073710,RPB,1
91059,50027,12/27/05,8/13/09,SOFTBRANDS INC,83402A10,SBN,2
91060,50029,12/23/05,1/13/12,SUNAMERICA FOCUSED ALPHA LG CAP,86703810,FGI,1
91061,50030,12/14/05,11/8/13,SUNTECH POWER HOLDINGS CO LTD,86800C10,STP,1
91062,6634,10/8/84,11/20/84,POLYCOMPUTERS INC,73172610,POLY,3
91062,6634,11/21/84,1/23/85,POLYCOMPUTERS INC,73172610,,0
91062,6634,1/24/85,10/23/85,POLYCOMPUTERS INC,73172610,POLY,3
91063,50032,1/3/06,11/30/11,VIACOM INC NEW,92553P20,VIA,1
91063,50032,12/1/11,12/31/18,VIACOM INC NEW,92553P20,VIAB,3
91064,50033,12/23/05,9/30/08,VIREXX MEDICAL CORP,92765V10,REX,2
91065,50034,12/15/05,12/31/18,COPA HOLDINGS SA,P3107610,CPA,1
91066,50032,1/3/06,11/30/11,VIACOM INC NEW,92553P10,VIA,1
91066,50032,12/1/11,12/31/18,VIACOM INC NEW,92553P10,VIA,3
91067,50183,1/19/06,5/28/10,C N X GAS CORP,12618H30,CXG,1
91068,50184,1/26/06,12/31/18,CHIPOTLE MEXICAN GRILL INC,16965610,CMG,1
91069,50185,1/5/06,8/2/09,GASTAR EXPLORATION LTD,36729W20,GST,2
91069,50185,8/3/09,11/14/13,GASTAR EXPLORATION LTD,36729W20,GST,2
91069,50185,11/15/13,2/2/14,GASTAR EXPLORATION INC,36729W20,GST,2
91069,50185,2/3/14,9/6/18,GASTAR EXPLORATION INC NEW,36729W20,GST,2
91070,50186,1/23/06,4/29/09,GLOBAL ENTERTAINMENT CORP,37939C20,GEE,2
91071,50187,1/11/06,12/3/10,MIRANT CORP NEW,60467R10,MIR,1
91072,50189,1/19/06,12/28/08,R M K MULTI SECTOR HIGH INC FUN,42327Y20,RHY,1
91072,50189,12/29/08,8/31/09,HELIOS MULTI SECTOR HG INC FD I,42327Y20,HMH,1
91072,50189,9/1/09,8/12/14,HELIOS MULTI SECTOR HG INC FD I,42327Y20,HMH,1
91073,50192,1/19/06,6/1/17,WESTERN REFINING INC,95931910,WNR,1
91074,50193,1/26/06,11/20/09,ALTUS PHARMACEUTICALS INC,02216N10,ALTU,3
91075,50194,1/20/06,12/4/18,AMERICAN RAILCAR INDUSTRIES INC,02916P10,ARII,3
91076,50195,1/26/06,12/31/18,CALUMET SPECIALTY PRODS PTNRS L,13147610,CLMT,3
91077,50196,1/27/06,4/19/12,CONNECTICUT BANK & TRUST CO,20754610,CTBC,3
91078,50197,1/5/06,1/14/10,EPICEPT CORP,45254C20,EPCT,3
91078,50197,1/15/10,9/18/11,EPICEPT CORP,45254C20,EPCT,3
91078,50197,9/19/11,8/20/13,EPICEPT CORP,45254C20,,0
91078,50197,8/21/13,8/20/14,IMMUNE PHARMACEUTICALS INC,45254C20,,0
91078,50197,8/21/14,4/12/17,IMMUNE PHARMACEUTICALS INC,45254C20,IMNP,3
91078,50197,4/13/17,7/25/18,IMMUNE PHARMACEUTICALS INC,45254C20,IMNP,3
91079,50198,1/31/06,3/3/10,FORTUNET INC,34969Q10,FNET,3
91080,50199,1/31/06,12/31/18,H & E EQUIPMENT SERVICES INC,40403010,HEES,3
91081,50200,1/13/06,5/23/16,LINN ENERGY LLC,53602010,LINE,3
91082,50201,1/31/06,11/9/11,INCREDIMAIL LTD,M7867311,MAIL,3
91082,50201,11/10/11,8/26/18,PERION NETWORK LTD,M7867311,PERI,3
91082,50201,8/27/18,12/31/18,PERION NETWORK LTD,M7867311,PERI,3
91083,50202,1/24/06,12/31/18,MAGYAR BANCORP INC,55977T10,MGYR,3
91084,50203,1/31/06,8/8/11,REGENCY ENERGY PARTNERS L P,75885Y10,RGNC,3
91084,50203,8/9/11,4/29/15,REGENCY ENERGY PARTNERS L P,75885Y10,RGP,1
91085,50204,1/25/06,3/6/07,TRAFFIC COM INC,89271710,TRFC,3
91086,50290,2/10/06,12/31/18,ACORDA THERAPEUTICS INC,00484M10,ACOR,3
91087,50291,2/10/06,10/31/08,AMCOMP INC NEW,02342J10,AMCP,3
91088,50292,2/3/06,2/16/16,CARDICA INC,25236610,CRDC,3
91088,50292,2/17/16,6/21/16,CARDICA INC,25236610,CRDC,3
91088,50292,6/22/16,12/12/17,DEXTERA SURGICAL INC,25236610,DXTR,3
91089,7859,11/19/85,6/1/97,POUGHKEEPSIE SAVINGS BANK FSB N,73860410,PKPS,3
91089,7859,6/2/97,4/24/98,POUGHKEEPSIE FINANCIAL CORP,73860410,PKPS,3
91090,50293,2/8/06,12/31/18,CROCS INC,22704610,CROX,3
91091,50294,2/2/06,11/13/07,DIGITAL MUSIC GROUP INC,68562L10,DMGI,3
91091,50294,11/14/07,2/10/08,DIGITAL MUSIC GROUP INC,68562L10,ORCD,3
91091,50294,2/11/08,7/29/10,ORCHARD ENTERPRISES INC,68562L10,ORCD,3
91092,50295,2/10/06,7/20/09,ETRIALS WORLDWIDE INC,29786P10,ETWC,3
91094,50296,2/1/06,8/5/08,IOMAI CORP,46202P10,IOMI,3
91095,50297,2/23/06,12/31/18,LIQUIDITY SERVICES INC,53635B10,LQDT,3
91096,50298,2/14/06,11/30/16,MORGANS HOTEL GROUP CO,61748W10,MHGC,3
91097,7309,11/16/84,10/2/87,POWER RECOVERY SYS INC,73890210,PWER,3
91098,50299,2/9/06,12/22/10,NIGHTHAWK RADIOLOGY HOLDINGS IN,65411N10,NHWK,3
91099,50300,2/9/06,10/31/11,NTELOS HOLDINGS CORP,67020Q30,NTLS,3
91099,50300,11/1/11,5/6/16,NTELOS HOLDINGS CORP,67020Q30,NTLS,3
91100,50301,2/13/06,7/20/15,ROSETTA RESOURCES INC,77777930,ROSE,3
91101,50302,2/1/06,8/20/08,S G X PHARMACEUTICALS INC,78423C10,SGXP,3
91102,50303,2/2/06,6/30/10,THOMAS WEISEL PARTNERS GROUP IN,88448110,TWPG,3
91103,21793,2/2/06,9/30/10,U A L CORP,91004710,UAUA,3
91103,21793,10/1/10,9/6/18,UNITED CONTINENTAL HOLDINGS INC,91004710,UAL,1
91103,21793,9/7/18,12/31/18,UNITED CONTINENTAL HOLDINGS INC,91004710,UAL,3
91104,50304,2/2/06,4/17/07,VALERA PHARMACEUTICALS INC,91914F10,VLRX,3
91105,50305,2/1/06,11/20/07,AMERICAN TELECOM SERVICES INC,03015P10,TES,2
91106,50306,2/24/06,12/31/18,BLACKROCK LONG TERM MUNI ADV TR,09250B10,BTA,1
91107,50307,2/15/06,1/11/08,CANETIC RESOURCES TRUST,13751310,CNE,1
91108,45861,2/3/06,11/20/07,COINMACH SERVICE CORP,19259W20,DRA,2
91109,16277,2/9/06,6/12/17,E X C O RESOURCES INC,26927950,XCO,1
91109,16277,6/13/17,12/22/17,E X C O RESOURCES INC,26927950,XCO,1
91110,7560,7/2/85,9/16/87,PRAGMA BIO TECH INC,73942310,PRAG,3
91111,50309,2/3/06,10/18/18,ENERGY TRANSFER EQUITY L P,29273V10,ETE,1
91111,50309,10/19/18,12/31/18,ENERGY TRANSFER L P,29273V10,ET,1
91112,50312,2/24/06,3/1/07,GRUPO AEROPORTUARIO DEL PAC SA,40050610,PAC,1
91112,50312,3/2/07,6/2/10,GRUPO AEROPORTUARIO DEL PAC SAB,40050610,PAC,1
91112,50312,6/3/10,6/13/10,GRUPO AEROPORTUARIO DEL PAC SAB,40050610,PAC,-1
91112,50312,6/14/10,12/31/18,GRUPO AEROPORTUARIO DEL PAC SAB,40050610,PAC,1
91113,50313,2/3/06,1/30/12,HEALTHSPRING INC,42224N10,HS,1
91114,50314,2/1/06,12/31/18,KOPPERS HOLDINGS INC,50060P10,KOP,1
91115,50315,2/10/06,9/25/09,MAGELLAN MIDSTREAM HOLDINGS LP,55907R10,MGG,1
91116,50316,3/3/06,11/10/10,MARINER ENERGY INC,56845T30,ME,1
91117,50318,2/9/06,2/1/12,MORTONS RESTAURANT GROUP INC NE,61943010,MRT,1
91118,44072,2/16/06,11/2/08,POWERSHARES E T F TRUST,73935X67,PZJ,2
91118,44072,11/3/08,12/14/10,POWERSHARES E T F TRUST,73935X67,PZJ,4
91119,50319,2/7/06,8/31/15,RESOURCE CAPITAL CORP,30068N10,RSO,1
91119,50319,9/1/15,5/28/18,RESOURCE CAPITAL CORP,30068N10,RSO,1
91119,50319,5/29/18,12/31/18,EXANTAS CAPITAL CORP,30068N10,XAN,1
91120,50320,2/14/06,7/6/07,SPARK NETWORKS PLC,84651320,LOV,2
91121,50028,2/27/06,11/30/07,STAR MARITIME ACQUISITION CORP,8.55E+14,SEA,2
91122,39147,2/6/06,7/31/07,STREETTRACKS SERIES TRUST,78464A86,XSD,2
91122,39147,8/1/07,11/6/08,SPDR SERIES TRUST,78464A86,XSD,2
91122,39147,11/7/08,12/31/18,SPDR SERIES TRUST,78464A86,XSD,4
91123,39147,2/6/06,7/31/07,STREETTRACKS SERIES TRUST,78464A88,XHB,2
91123,39147,8/1/07,11/6/08,SPDR SERIES TRUST,78464A88,XHB,2
91123,39147,11/7/08,12/31/18,SPDR SERIES TRUST,78464A88,XHB,4
91124,39147,2/6/06,7/31/07,STREETTRACKS SERIES TRUST,78464A87,XBI,2
91124,39147,8/1/07,11/6/08,SPDR SERIES TRUST,78464A87,XBI,2
91124,39147,11/7/08,12/31/18,SPDR SERIES TRUST,78464A87,XBI,4
91125,50321,2/1/06,12/31/18,TERNIUM S A,88089010,TX,1
91126,7385,1/17/85,5/17/87,PRAXIS PHARMACEUTICALS INC,29765010,PRAX,3
91126,7385,5/18/87,6/1/87,ETHIGEN CORP,29765010,PRAX,3
91126,7385,6/2/87,2/1/88,ETHIGEN CORP,29765010,ETHX,3
91127,50322,2/3/06,8/26/11,SMART MODULAR TECHS W W H INC,G8224510,SMOD,3
91128,50323,2/28/06,12/31/18,GULFPORT ENERGY CORP,40263530,GPOR,3
91129,50308,2/3/06,8/9/06,D B COMMODITY INDEX TRACKING FD,46138B10,DBC,2
91129,50308,8/10/06,11/24/08,POWERSHARES D B COMM IDX TRK FD,46138B10,DBC,2
91129,50308,11/25/08,6/3/18,POWERSHARES D B COMM IDX TRK FD,46138B10,DBC,4
91129,50308,6/4/18,12/31/18,INVESCO D B COMM IDX TRK FD,46138B10,DBC,4
91130,46431,3/10/05,9/18/08,VANGUARD INTL EQUITY INDEX FUND,92204285,VWO,2
91130,46431,9/19/08,12/31/18,VANGUARD INTL EQUITY INDEX FUND,92204285,VWO,4
91131,46431,3/10/05,9/18/08,VANGUARD INTL EQUITY INDEX FUND,92204286,VPL,2
91131,46431,9/19/08,12/31/18,VANGUARD INTL EQUITY INDEX FUND,92204286,VPL,4
91132,46431,3/10/05,9/18/08,VANGUARD INTL EQUITY INDEX FUND,92204287,VGK,2
91132,46431,9/19/08,12/31/18,VANGUARD INTL EQUITY INDEX FUND,92204287,VGK,4
91133,50467,3/24/06,8/23/06,BANCO MACRO BANSUD S A,05961W10,BMA,1
91133,50467,8/24/06,12/31/18,BANCO MACRO S A,05961W10,BMA,1
91134,7286,11/2/84,4/30/90,PREFERRED SAVINGS BK,74040410,PSLA,3
91135,50468,3/27/06,1/2/11,BAYTEX ENERGY TRUST,07317Q10,BTE,1
91135,50468,1/3/11,12/31/18,BAYTEX ENERGY CORP,07317Q10,BTE,1
91136,50020,3/7/06,12/12/07,ENDEAVOR ACQUISITION CORP,2385010,EDA,2
91136,50020,12/13/07,10/2/15,AMERICAN APPAREL INC,2385010,APP,2
91137,50469,3/15/06,11/5/08,FIRST TRUST EXCHANGE TRADED FUN,33691710,FDL,2
91137,50469,11/6/08,12/31/18,FIRST TRUST EXCHANGE TRADED FUN,33691710,FDL,4
91138,50470,3/29/06,10/2/11,FIRST TRUST STRAT HIGH INC FD I,33735330,FHY,1
91138,50470,10/3/11,6/22/18,FIRST TRUST STRAT HIGH INC FD I,33735330,FHY,1
91139,50311,3/27/06,4/17/08,GRUBB & ELLIS REALTY ADVISORS,40009610,GAV,2
91140,50472,3/27/06,11/17/06,KUHLMAN COMPANY INC,50119710,KUL,2
91141,50473,3/15/06,3/19/07,MEDIVATION INC,58501N10,MDV,2
91141,50473,3/20/07,9/27/16,MEDIVATION INC,58501N10,MDVN,3
91142,7637,7/12/85,8/22/96,PREMIER FINANCIAL SERVICES INC,74050610,PREM,3
91143,50474,3/8/06,4/3/07,N Y S E GROUP INC,62949110,NYX,1
91143,50474,4/4/07,11/12/13,N Y S E EURONEXT,62949110,NYX,1
91144,44040,3/7/06,10/30/08,RYDEX E T F TRUST,78355W30,RPV,2
91144,44040,10/31/08,4/6/18,RYDEX E T F TRUST,78355W30,RPV,4
91145,44040,3/7/06,10/30/08,RYDEX E T F TRUST,78355W40,RPG,2
91145,44040,10/31/08,4/6/18,RYDEX E T F TRUST,78355W40,RPG,4
91146,44040,3/7/06,10/30/08,RYDEX E T F TRUST,78355W50,RFV,2
91146,44040,10/31/08,4/6/18,RYDEX E T F TRUST,78355W50,RFV,4
91147,44040,3/7/06,10/30/08,RYDEX E T F TRUST,78355W60,RFG,2
91147,44040,10/31/08,4/6/18,RYDEX E T F TRUST,78355W60,RFG,4
91148,44040,3/7/06,10/30/08,RYDEX E T F TRUST,78355W70,RZV,2
91148,44040,10/31/08,4/6/18,RYDEX E T F TRUST,78355W70,RZV,4
91149,44040,3/7/06,10/30/08,RYDEX E T F TRUST,78355W80,RZG,2
91149,44040,10/31/08,4/6/18,RYDEX E T F TRUST,78355W80,RZG,4
91150,50479,3/13/06,10/23/06,THOMAS EQUIPMENT INC,88440010,THM,2
91151,50480,3/24/06,12/12/14,TIM HORTONS INC,88706M10,THI,1
91152,50481,3/15/06,12/31/18,TRANSDIGM GROUP INC,89364110,TDG,1
91153,48802,3/31/06,9/29/08,TRONOX INC,89705120,TRX,1
91154,50482,3/8/06,6/12/12,ALEXZA PHARMACEUTICALS INC,1538420,ALXA,3
91154,50482,6/13/12,6/16/16,ALEXZA PHARMACEUTICALS INC,1538420,ALXA,3
91155,50483,3/13/06,7/11/08,AMERICASBANK CORP,03061G30,AMAB,3
91156,50484,3/21/06,2/3/10,AMERITYRE CORP,03073V10,AMTY,3
91157,50485,3/24/06,7/2/08,CLAYTON HOLDINGS INC,18418N10,CLAY,3
91158,50486,3/9/06,11/14/08,EAGLE TEST SYSTEMS INC,27000610,EGLT,3
91159,50487,3/27/06,1/18/08,GIGABEAM CORP,37517W10,GGBM,3
91160,50488,3/24/06,9/28/11,GLOBAL TRAFFIC NETWORK INC,37947B10,GNET,3
91161,50489,3/15/06,5/18/14,GREEN PLAINS RENEWABLE ENERGY I,39322210,GPRE,3
91161,50489,5/19/14,12/31/18,GREEN PLAINS INC,39322210,GPRE,3
91162,50490,3/30/06,4/17/12,CHINA GRENTECH CORP LTD,16938P10,GRRF,3
91163,50491,3/31/06,12/31/18,HIMAX TECHNOLOGIES INC,43289P10,HIMX,3
91164,50492,3/1/06,4/23/08,HOUSE OF TAYLOR JEWELRY INC,44176R10,HOTJ,3
91165,50493,3/17/06,12/4/09,I P C S INC,44980Y30,IPCS,3
91166,50494,3/22/06,1/24/08,NEXTEST SYSTEMS CORP,65333910,NEXT,3
91167,50495,3/31/06,1/9/13,UNITED COMMUNITY BANCORP IN,90984R10,UCBA,3
91167,50495,1/10/13,9/14/18,UNITED COMMUNITY BANCORP NEW,90984R10,UCBA,3
91169,7728,9/6/85,10/31/89,PRESIDENTIAL AIRWAYS,74086110,PAIR,3
91170,50589,4/26/06,9/16/08,BLUE HOLDINGS INC,9560210,BLUE,3
91171,50590,4/4/06,6/27/13,COMMUNITY PARTNERS BANCORP,90207C10,CPBC,3
91171,50590,6/28/13,6/30/13,TWO RIVER BANCORP,90207C10,TRBC,3
91171,50590,7/1/13,12/31/18,TWO RIVER BANCORP,90207C10,TRCB,3
91172,50591,4/28/06,2/10/11,C P I INTERNATIONAL INC,12618M10,CPII,3
91173,29180,4/27/06,1/26/10,COREL CORP NEW,21869X10,CREL,3
91174,50592,4/28/06,6/29/11,LABOPHARM INC,50490510,DDSS,3
91175,50593,4/5/06,2/20/08,VISICU INC,92831L20,EICU,3
91176,50594,4/4/06,12/31/18,LAKE SHORE BANCORP INC,51070010,LSBK,3
91177,7787,10/15/85,8/27/87,PRICE STERN SLOAN PUBLISHERS,74148810,PSSP,3
91177,7787,8/28/87,7/16/93,PRICE STERN SLOAN INC,74148810,PSSP,3
91178,50595,4/21/06,12/30/08,OMRIX BIOPHARMACEUTICALS INC,68198910,OMRI,3
91179,50596,4/7/06,7/18/11,OMEGA NAVIGATION ENTERPRISES IN,Y6476R10,ONAV,3
91180,50597,4/21/06,10/26/06,PEGASUS WIRELESS CORP,7.06E+14,PGWC,3
91181,50838,4/25/06,12/31/18,FIRST TRUST EXCHANGE TRADED FUN,33734410,QQEW,3
91182,50838,4/25/06,12/31/18,FIRST TRUST EXCHANGE TRADED FUN,33734510,QTEC,3
91183,50599,4/27/06,5/13/09,R A M HOLDINGS LTD,G7368R10,RAMR,3
91184,50600,4/12/06,8/20/15,TARGACEPT INC,14888D20,TRGT,3
91184,50600,8/21/15,2/12/17,CATALYST BIOSCIENCES INC,14888D20,CBIO,3
91184,50600,2/13/17,12/31/18,CATALYST BIOSCIENCES INC,14888D20,CBIO,3
91185,7344,12/14/84,5/5/88,PRINCEVILLE DEVELOPMENT CORP,74251210,PVDC,3
91185,7344,5/6/88,4/13/89,PRINCEVILLE CORP NEW,74251210,PVDC,3
91186,50601,4/12/06,12/31/18,VANDA PHARMACEUTICALS INC,92165910,VNDA,3
