word,sentiment_category
PREJUDICED,litigious
PREJUDICES,litigious
PREJUDICIAL,litigious
PREJUDICING,litigious
PREPETITION,litigious
PRESUMPTIVELY,litigious
PRETRIAL,litigious
PRIMA,litigious
PRIVITY,litigious
PROBATE,litigious
PROBATED,litigious
PROBATES,litigious
PROBATING,litigious
PROBATION,litigious
PROBATIONAL,litigious
PROBATIONARY,litigious
PROBATIONER,litigious
PROBATIONERS,litigious
PROBATIONS,litigious
PROMULGATE,litigious
PROMULGATED,litigious
PROMULGATES,litigious
PROMULGATING,litigious
PROMULGATION,litigious
PROMULGATIONS,litigious
PROMULGATOR,litigious
PROMULGATORS,litigious
PRORATA,litigious
PRORATION,litigious
PROSECUTE,litigious
PROSECUTED,litigious
PROSECUTES,litigious
PROSECUTING,litigious
PROSECUTION,litigious
PROSECUTIONS,litigious
PROSECUTOR,litigious
PROSECUTORIAL,litigious
PROSECUTORS,litigious
PROVISO,litigious
PROVISOES,litigious
PROVISOS,litigious
PUNISHABLE,litigious
QUITCLAIM,litigious
QUITCLAIMS,litigious
RATA,litigious
RATABLE,litigious
RATABLY,litigious
REARGUMENT,litigious
REBUT,litigious
REBUTS,litigious
REBUTTABLE,litigious
REBUTTABLY,litigious
REBUTTAL,litigious
REBUTTALS,litigious
REBUTTED,litigious
REBUTTING,litigious
RECORDATION,litigious
RECOUPABLE,litigious
RECOUPMENT,litigious
RECOUPMENTS,litigious
RECOURSE,litigious
RECOURSES,litigious
RECTIFICATION,litigious
RECTIFICATIONS,litigious
RECUSAL,litigious
RECUSE,litigious
RECUSED,litigious
RECUSES,litigious
RECUSING,litigious
REDACT,litigious
REDACTED,litigious
REDACTING,litigious
REDACTION,litigious
REDACTIONS,litigious
REFERENDA,litigious
REFERENDUM,litigious
REFERENDUMS,litigious
REFILE,litigious
REFILED,litigious
REFILES,litigious
REFILING,litigious
REGULATE,litigious
REGULATED,litigious
REGULATES,litigious
REGULATING,litigious
REGULATION,litigious
REGULATIONS,litigious
REGULATIVE,litigious
REGULATOR,litigious
REGULATORS,litigious
REGULATORY,litigious
REHEAR,litigious
REHEARD,litigious
REHEARING,litigious
REHEARINGS,litigious
RELEASEES,litigious
REMAND,litigious
REMANDED,litigious
REMANDING,litigious
REMANDS,litigious
REMEDIATE,litigious
REMEDIATED,litigious
REMEDIATING,litigious
REMEDIATION,litigious
REMEDIATIONS,litigious
REMEDIED,litigious
REMISED,litigious
REPLEDGED,litigious
REPLEVIN,litigious
REPRORATED,litigious
REQUESTER,litigious
REQUESTOR,litigious
REREGULATION,litigious
RESCIND,litigious
RESCINDED,litigious
RESCINDING,litigious
RESCINDS,litigious
RESCISSION,litigious
RESCISSIONS,litigious
RESTITUTIONARY,litigious
RETENDERING,litigious
RETROCEDE,litigious
RETROCEDED,litigious
RETROCESSIONAIRES,litigious
REVOCABILITY,litigious
REVOCATION,litigious
REVOCATIONS,litigious
RULING,litigious
RULINGS,litigious
SENTENCED,litigious
SENTENCING,litigious
SEQUESTRATOR,litigious
SETTLEMENT,litigious
SETTLEMENTS,litigious
SEVERABILITY,litigious
SEVERABLE,litigious
SEVERALLY,litigious
SEVERANCE,litigious
SEVERANCES,litigious
SHALL,litigious
STATUTE,litigious
STATUTES,litigious
STATUTORILY,litigious
STATUTORY,litigious
SUBCLAUSE,litigious
SUBCLAUSES,litigious
SUBDOCKET,litigious
SUBLEASEE,litigious
SUBLEASEHOLD,litigious
SUBLESSORS,litigious
SUBLICENSEE,litigious
SUBLICENSOR,litigious
SUBPARAGRAPH,litigious
SUBPARAGRAPHS,litigious
SUBPOENA,litigious
SUBPOENAED,litigious
SUBPOENAS,litigious
SUBROGATED,litigious
SUBROGATION,litigious
SUBTRUST,litigious
SUBTRUSTS,litigious
SUE,litigious
SUED,litigious
SUES,litigious
SUING,litigious
SUMMONED,litigious
SUMMONING,litigious
SUMMONS,litigious
SUMMONSES,litigious
SUPERSEDE,litigious
SUPERSEDEAS,litigious
SUPERSEDED,litigious
SUPERSEDES,litigious
SUPERSEDING,litigious
SURETIES,litigious
SURETY,litigious
TENANTABILITY,litigious
TERMINABLE,litigious
TERMINUS,litigious
TESTAMENTARY,litigious
TESTIFY,litigious
TESTIFYING,litigious
TESTIMONY,litigious
THENCE,litigious
THENCEFORTH,litigious
THENCEFORWARD,litigious
THEREAFTER,litigious
THEREAT,litigious
THEREFROM,litigious
THEREIN,litigious
THEREINAFTER,litigious
THEREOF,litigious
THEREON,litigious
THEREOVER,litigious
THERETO,litigious
THERETOFOR,litigious
THERETOFORE,litigious
THEREUNDER,litigious
THEREUNTO,litigious
THEREUPON,litigious
THEREWITH,litigious
TORT,litigious
TORTIOUS,litigious
TORTIOUSLY,litigious
TORTS,litigious
TRANSFEROR,litigious
TRANSFERORS,litigious
UNAPPEALABLE,litigious
UNAPPEALED,litigious
UNCONSTITUTIONAL,litigious
UNCONSTITUTIONALITY,litigious
UNCONSTITUTIONALLY,litigious
UNCONTRACTED,litigious
UNDEFEASED,litigious
UNDISCHARGED,litigious
UNENCUMBER,litigious
UNENCUMBERED,litigious
UNENFORCEABILITY,litigious
UNENFORCEABLE,litigious
UNLAWFUL,litigious
UNLAWFULLY,litigious
UNLAWFULNESS,litigious
UNREMEDIATED,litigious
UNSTAYED,litigious
UNTO,litigious
USURIOUS,litigious
USURP,litigious
USURPATION,litigious
USURPED,litigious
USURPING,litigious
USURPS,litigious
USURY,litigious
VENDEE,litigious
VENDEES,litigious
VERDICT,litigious
VERDICTS,litigious
VIATICAL,litigious
VIOLATIVE,litigious
VOIDABLE,litigious
VOIDED,litigious
VOIDING,litigious
WARRANTEES,litigious
WARRANTOR,litigious
WHATEVER,litigious
WHATSOEVER,litigious
WHENSOEVER,litigious
WHEREABOUTS,litigious
WHEREAS,litigious
WHEREAT,litigious
WHEREBY,litigious
WHEREFORE,litigious
WHEREIN,litigious
WHEREOF,litigious
WHEREON,litigious
WHERETO,litigious
WHEREUNDER,litigious
WHEREUPON,litigious
WHEREWITH,litigious
WHISTLEBLOWERS,litigious
WHOMEVER,litigious
WHOMSOEVER,litigious
WHOSOEVER,litigious
WILFUL,litigious
WILLFUL,litigious
WILLFULLY,litigious
WILLFULNESS,litigious
WITNESS,litigious
WITNESSES,litigious
WRIT,litigious
WRITS,litigious
ALWAYS,strongmodal
BEST,strongmodal
CLEARLY,strongmodal
DEFINITELY,strongmodal
DEFINITIVELY,strongmodal
HIGHEST,strongmodal
LOWEST,strongmodal
MUST,strongmodal
NEVER,strongmodal
STRONGLY,strongmodal
UNAMBIGUOUSLY,strongmodal
UNCOMPROMISING,strongmodal
UNDISPUTED,strongmodal
UNDOUBTEDLY,strongmodal
UNEQUIVOCAL,strongmodal
UNEQUIVOCALLY,strongmodal
UNPARALLELED,strongmodal
UNSURPASSED,strongmodal
WILL,strongmodal
ALMOST,weakmodal
APPARENTLY,weakmodal
APPEARED,weakmodal
APPEARING,weakmodal
APPEARS,weakmodal
CONCEIVABLE,weakmodal
COULD,weakmodal
DEPEND,weakmodal
DEPENDED,weakmodal
DEPENDING,weakmodal
DEPENDS,weakmodal
MAY,weakmodal
MAYBE,weakmodal
MIGHT,weakmodal
NEARLY,weakmodal
OCCASIONALLY,weakmodal
PERHAPS,weakmodal
POSSIBLE,weakmodal
POSSIBLY,weakmodal
SELDOM,weakmodal
SELDOMLY,weakmodal
SOMETIMES,weakmodal
SOMEWHAT,weakmodal
SUGGEST,weakmodal
SUGGESTS,weakmodal
UNCERTAIN,weakmodal
UNCERTAINLY,weakmodal
ABIDE,constraining
ABIDING,constraining
BOUND,constraining
BOUNDED,constraining
COMMIT,constraining
COMMITMENT,constraining
COMMITMENTS,constraining
COMMITS,constraining
COMMITTED,constraining
COMMITTING,constraining
COMPEL,constraining
COMPELLED,constraining
COMPELLING,constraining
COMPELS,constraining
COMPLY,constraining
COMPULSION,constraining
COMPULSORY,constraining
CONFINE,constraining
CONFINED,constraining
CONFINEMENT,constraining
CONFINES,constraining
CONFINING,constraining
CONSTRAIN,constraining
CONSTRAINED,constraining
CONSTRAINING,constraining
CONSTRAINS,constraining
CONSTRAINT,constraining
CONSTRAINTS,constraining
COVENANT,constraining
COVENANTED,constraining
COVENANTING,constraining
COVENANTS,constraining
DEPEND,constraining
DEPENDANCE,constraining
DEPENDANCES,constraining
DEPENDANT,constraining
DEPENDENCIES,constraining
DEPENDENT,constraining
DEPENDING,constraining
DEPENDS,constraining
DICTATE,constraining
DICTATED,constraining
DICTATES,constraining
DICTATING,constraining
DIRECTIVE,constraining
DIRECTIVES,constraining
EARMARK,constraining
EARMARKED,constraining
EARMARKING,constraining
EARMARKS,constraining
ENCUMBER,constraining
ENCUMBERED,constraining
ENCUMBERING,constraining
ENCUMBERS,constraining
ENCUMBRANCE,constraining
ENCUMBRANCES,constraining
ENTAIL,constraining
ENTAILED,constraining
ENTAILING,constraining
ENTAILS,constraining
ENTRENCH,constraining
ENTRENCHED,constraining
ESCROW,constraining
ESCROWED,constraining
ESCROWS,constraining
FORBADE,constraining
FORBID,constraining
FORBIDDEN,constraining
FORBIDDING,constraining
FORBIDS,constraining
IMPAIR,constraining
IMPAIRED,constraining
IMPAIRING,constraining
IMPAIRMENT,constraining
IMPAIRMENTS,constraining
IMPAIRS,constraining
IMPOSE,constraining
IMPOSED,constraining
IMPOSES,constraining
IMPOSING,constraining
IMPOSITION,constraining
IMPOSITIONS,constraining
INDEBTED,constraining
INHIBIT,constraining
INHIBITED,constraining
INHIBITING,constraining
INHIBITS,constraining
INSIST,constraining
INSISTED,constraining
INSISTENCE,constraining
INSISTING,constraining
INSISTS,constraining
IRREVOCABLE,constraining
IRREVOCABLY,constraining
LIMIT,constraining
LIMITING,constraining
LIMITS,constraining
MANDATE,constraining
MANDATED,constraining
MANDATES,constraining
MANDATING,constraining
MANDATORY,constraining
MANDITORILY,constraining
NECESSITATE,constraining
NECESSITATED,constraining
NECESSITATES,constraining
NECESSITATING,constraining
NONCANCELABLE,constraining
NONCANCELLABLE,constraining
OBLIGATE,constraining
OBLIGATED,constraining
OBLIGATES,constraining
OBLIGATING,constraining
OBLIGATION,constraining
OBLIGATIONS,constraining
OBLIGATORY,constraining
OBLIGE,constraining
OBLIGED,constraining
OBLIGES,constraining
PERMISSIBLE,constraining
PERMISSION,constraining
PERMISSIONS,constraining
PERMITTED,constraining
PERMITTING,constraining
PLEDGE,constraining
PLEDGED,constraining
PLEDGES,constraining
PLEDGING,constraining
PRECLUDE,constraining
PRECLUDED,constraining
PRECLUDES,constraining
PRECLUDING,constraining
PRECONDITION,constraining
PRECONDITIONS,constraining
PRESET,constraining
PREVENT,constraining
PREVENTED,constraining
PREVENTING,constraining
PREVENTS,constraining
PROHIBIT,constraining
PROHIBITED,constraining
PROHIBITING,constraining
PROHIBITION,constraining
PROHIBITIONS,constraining
PROHIBITIVE,constraining
PROHIBITIVELY,constraining
PROHIBITORY,constraining
PROHIBITS,constraining
REFRAIN,constraining
REFRAINING,constraining
REFRAINS,constraining
REQUIRE,constraining
REQUIRED,constraining
REQUIREMENT,constraining
REQUIREMENTS,constraining
REQUIRES,constraining
REQUIRING,constraining
RESTRAIN,constraining
RESTRAINED,constraining
RESTRAINING,constraining
RESTRAINS,constraining
RESTRAINT,constraining
RESTRAINTS,constraining
RESTRICT,constraining
RESTRICTED,constraining
RESTRICTING,constraining
RESTRICTION,constraining
RESTRICTIONS,constraining
RESTRICTIVE,constraining
RESTRICTIVELY,constraining
RESTRICTIVENESS,constraining
RESTRICTS,constraining
STIPULATE,constraining
STIPULATED,constraining
STIPULATES,constraining
STIPULATING,constraining
STIPULATION,constraining
STIPULATIONS,constraining
STRICT,constraining
STRICTER,constraining
STRICTEST,constraining
STRICTLY,constraining
UNAVAILABILITY,constraining
UNAVAILABLE,constraining
